Unnamed: 0, TimeSerie                                   , Algorithm                                                                         , c-index   ,   accuracy ,   precision ,    recall ,        f1 ,   Roc-Auc , Distribution                                                             ,Unnamed: 10
, fish and fish products                      , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>_Cerceira    ,           ,  0.75      ,    0.586207 , 0.68      , 0.62963   ,           , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>    ,
, fish and fish products                      , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>_Cerceira     ,           ,  0.7375    ,    0.583333 , 0.56      , 0.571429  ,           , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>     ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0>_Cerceira ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0> ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>_Cerceira       ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>       ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>_Cerceira    ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>    ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>_Cerceira   ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>   ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>_Cerceira   ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>   ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>_Cerceira    ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>    ,
, meat and meat products (other than poultry) , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>_Cerceira     ,           ,  0.960526  ,    0.960526 , 1         , 0.979866  ,           , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>     ,
, herbs and spices                            , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0>_Cerceira ,           ,  0.683544  ,    0.681159 , 0.94      , 0.789916  ,           , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0> ,
, herbs and spices                            , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>_Cerceira       ,           ,  0.683544  ,    0.755102 , 0.74      , 0.747475  ,           , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>       ,
, herbs and spices                            , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>_Cerceira    ,           ,  0.683544  ,    0.755102 , 0.74      , 0.747475  ,           , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>    ,
, herbs and spices                            , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>_Cerceira   ,           ,  0.683544  ,    0.755102 , 0.74      , 0.747475  ,           , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>   ,
, herbs and spices                            , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>_Cerceira   ,           ,  0.683544  ,    0.681159 , 0.94      , 0.789916  ,           , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>   ,
, herbs and spices                            , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>_Cerceira    ,           ,  0.670886  ,    0.730769 , 0.76      , 0.745098  ,           , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>    ,
, herbs and spices                            , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>_Cerceira     ,           ,  0.683544  ,    0.755102 , 0.74      , 0.747475  ,           , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>     ,
, cereals                                     , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0>_Cerceira ,           ,  0.658228  ,    0.653846 , 1         , 0.790698  ,           , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0> ,
, cereals                                     , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>_Cerceira       ,           ,  0.708861  ,    0.733333 , 0.862745  , 0.792793  ,           , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>       ,
, cereals                                     , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>_Cerceira    ,           ,  0.708861  ,    0.733333 , 0.862745  , 0.792793  ,           , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>    ,
, cereals                                     , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>_Cerceira   ,           ,  0.708861  ,    0.733333 , 0.862745  , 0.792793  ,           , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>   ,
, cereals                                     , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>_Cerceira   ,           ,  0.658228  ,    0.653846 , 1         , 0.790698  ,           , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>   ,
, cereals                                     , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>_Cerceira    ,           ,  0.708861  ,    0.712121 , 0.921569  , 0.803419  ,           , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>    ,
, cereals                                     , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>_Cerceira     ,           ,  0.708861  ,    0.733333 , 0.862745  , 0.792793  ,           , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>     ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0>_Cerceira ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.genextreme_gen object at 0x73ba429683a0> ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>_Cerceira       ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.norm_gen object at 0x73ba4290f0d0>       ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>_Cerceira    ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.laplace_gen object at 0x73ba4296b1c0>    ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>_Cerceira   ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.logistic_gen object at 0x73ba42994400>   ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>_Cerceira   ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.gumbel_r_gen object at 0x73ba4296ae30>   ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>_Cerceira    ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.lognorm_gen object at 0x73ba42994d00>    ,
, poultry meat and poultry meat products      , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>_Cerceira     ,           ,  0.972603  ,    0.972603 , 1         , 0.986111  ,           , <scipy.stats._continuous_distns.cauchy_gen object at 0x73ba429461a0>     ,
